ID,epidural,intraparenchymal,subarachnoid
test_1266,0.0680542,0.9980469,0.453125
test_1267,0.003692627,0.9614258,0.1171875
test_1268,0.008033752,0.96435547,0.29003906
test_1269,0.016159058,0.8959961,0.87158203
test_1270,0.0048294067,0.6303711,0.7314453
test_1271,0.023376465,0.99316406,0.044158936
test_1272,0.0059776306,0.8535156,0.37646484
test_1273,0.009597778,0.7685547,0.33642578
test_1274,0.0045204163,0.9589844,0.43237305
test_1275,0.008773804,0.13537598,0.5102539
test_1276,0.23144531,0.75146484,0.16955566
test_1277,0.014556885,0.9038086,0.67626953
test_1278,0.82958984,0.9716797,0.81640625
test_1279,0.0138549805,0.32836914,0.9536133
test_1280,0.009483337,0.98291016,0.70751953
test_1281,0.008987427,0.93408203,0.23706055
test_1282,0.052642822,0.10467529,0.05593872
test_1283,0.022109985,0.49414062,0.99316406
test_1284,0.006072998,0.94140625,0.56884766
test_1285,0.020965576,0.5390625,0.50683594
test_1286,0.006717682,0.99121094,0.7324219
test_1287,0.0027160645,0.98535156,0.22692871
test_1288,0.006717682,0.66259766,0.72021484
test_1289,0.0038528442,0.039489746,0.08660889
test_1290,0.07824707,0.8574219,0.07977295
test_1291,0.0041007996,0.8984375,0.39501953
test_1292,0.009231567,0.97998047,0.9448242
test_1293,0.005218506,0.97265625,0.32250977
test_1294,0.004470825,0.85839844,0.6899414
test_1295,0.0067443848,0.8881836,0.15063477
test_1296,0.0067749023,0.30493164,0.28710938
test_1297,0.015472412,0.7089844,0.6958008
test_1298,0.022064209,0.19848633,0.2878418
test_1299,0.0056648254,0.66748047,0.94384766
test_1300,0.019607544,0.23486328,0.81640625
test_1301,0.0045204163,0.37475586,0.98535156
test_1302,0.0069007874,0.15881348,0.5683594
test_1303,0.0036067963,0.42285156,0.8852539
test_1304,0.0057296753,0.69677734,0.96972656
test_1305,0.031341553,0.2919922,0.7783203
test_1306,0.0037345886,0.23400879,0.5288086
test_1307,0.011245728,0.045410156,0.055511475
test_1308,0.62890625,0.066833496,0.1998291
test_1309,0.5473633,0.023773193,0.78466797
test_1310,0.0025100708,0.12585449,0.54345703
test_1311,0.1607666,0.9970703,0.7866211
test_1312,0.03488159,0.039489746,0.2915039
test_1313,0.061187744,0.9921875,0.31176758
test_1314,0.007663727,0.9741211,0.13220215
test_1315,0.029418945,0.0758667,0.17260742
test_1316,0.008674622,0.8730469,0.49560547
test_1317,0.004299164,0.41870117,0.64990234
test_1318,0.0030403137,0.29516602,0.9116211
test_1319,0.014663696,0.7636719,0.7597656
test_1320,0.13549805,0.31518555,0.984375
test_1321,0.006515503,0.16101074,0.8413086
test_1322,0.008987427,0.0869751,0.27075195
test_1323,0.005706787,0.9667969,0.68408203
test_1324,0.0049057007,0.2253418,0.6040039
test_1325,0.008125305,0.11206055,0.6430664
test_1326,0.013793945,0.119384766,0.75634766
test_1327,0.017044067,0.035949707,0.24108887
test_1328,0.012054443,0.10449219,0.8720703
test_1329,0.017501831,0.2401123,0.42871094
test_1330,0.24194336,0.13439941,0.8276367
test_1331,0.0041999817,0.07116699,0.1607666
test_1332,0.46875,0.016525269,0.05319214
test_1333,0.017852783,0.9667969,0.5595703
test_1334,0.0138549805,0.21228027,0.97509766
test_1335,0.004180908,0.66503906,0.9316406
test_1336,0.008003235,0.11798096,0.30664062
test_1337,0.009269714,0.41552734,0.9472656
test_1338,0.011291504,0.6796875,0.8071289
test_1339,0.042236328,0.1015625,0.94189453
test_1340,0.0025196075,0.18725586,0.36791992
test_1341,0.006958008,0.1048584,0.9506836
test_1342,0.004020691,0.35961914,0.8461914
test_1343,0.008094788,0.9199219,0.36572266
test_1344,0.008773804,0.42114258,0.81347656
test_1345,0.016845703,0.08557129,0.3791504
test_1346,0.009819031,0.58691406,0.4970703
test_1347,0.025177002,0.26733398,0.25268555
test_1348,0.003868103,0.9633789,0.29467773
test_1349,0.004470825,0.33129883,0.5317383
test_1350,0.043762207,0.1303711,0.37890625
test_1351,0.0064888,0.8984375,0.5263672
test_1352,0.007881165,0.67871094,0.9536133
test_1353,0.03173828,0.98291016,0.20288086
test_1354,0.004627228,0.09539795,0.13562012
test_1355,0.011116028,0.06762695,0.1171875
test_1356,0.1237793,0.038391113,0.9658203
test_1357,0.0038986206,0.97265625,0.84277344
test_1358,0.0045928955,0.1796875,0.6982422
test_1359,0.0066375732,0.17419434,0.8017578
test_1360,0.011070251,0.13989258,0.84814453
test_1361,0.0025196075,0.65771484,0.82470703
test_1362,0.39941406,0.78759766,0.84765625
test_1363,0.06878662,0.9951172,0.8076172
test_1364,0.023773193,0.12609863,0.99121094
test_1365,0.012527466,0.14489746,0.16125488
test_1366,0.0030975342,0.22363281,0.25634766
test_1367,0.002407074,0.23876953,0.4645996
test_1368,0.004299164,0.1973877,0.39013672
test_1369,0.013580322,0.6772461,0.95410156
test_1370,0.0038833618,0.5878906,0.890625
test_1371,0.0031356812,0.4338379,0.7597656
test_1372,0.064575195,0.8339844,0.58935547
test_1373,0.00242424,0.116760254,0.5986328
test_1374,0.0074005127,0.28198242,0.94970703
test_1375,0.1048584,0.98828125,0.38012695
test_1376,0.0015802383,0.26293945,0.94189453
test_1377,0.015533447,0.58691406,0.90527344
test_1378,0.016586304,0.15893555,0.41992188
test_1379,0.057922363,0.9873047,0.77246094
test_1380,0.014503479,0.5175781,0.55322266
test_1381,0.004486084,0.24609375,0.9580078
test_1382,0.00793457,0.17602539,0.4025879
test_1383,0.023544312,0.13671875,0.07318115
test_1384,0.032104492,0.80078125,0.96533203
test_1385,0.014450073,0.116760254,0.13903809
test_1386,0.0067749023,0.116760254,0.6855469
test_1387,0.01826477,0.13122559,0.30639648
test_1388,0.24804688,0.33496094,0.98291016
test_1389,0.010169983,0.21655273,0.93408203
test_1390,0.0061454773,0.063964844,0.13647461
test_1391,0.060943604,0.042633057,0.09234619
test_1392,0.0067749023,0.59765625,0.7866211
test_1393,0.008003235,0.31103516,0.46118164
test_1394,0.51660156,0.9970703,0.50927734
test_1395,0.034942627,0.17150879,0.09637451
test_1396,0.0044021606,0.33129883,0.9267578
test_1397,0.002067566,0.72216797,0.98291016
test_1398,0.02758789,0.9873047,0.89453125
test_1399,0.0049438477,0.90234375,0.890625
test_1400,0.03161621,0.0703125,0.90771484
test_1401,0.00844574,0.19067383,0.9453125
test_1402,0.006877899,0.20739746,0.14172363
test_1403,0.0017404556,0.71191406,0.98095703
test_1404,0.010696411,0.020812988,0.05441284
test_1405,0.39086914,0.984375,0.6850586
test_1406,0.0052375793,0.22619629,0.98291016
test_1407,0.0053215027,0.99121094,0.4025879
test_1408,0.033081055,0.31884766,0.35742188
test_1409,0.01159668,0.5473633,0.875
test_1410,0.004085541,0.9970703,0.53759766
test_1411,0.0052375793,0.80078125,0.6538086
test_1412,0.014953613,0.029190063,0.79003906
test_1413,0.0024929047,0.35180664,0.8857422
test_1414,0.006313324,0.9472656,0.2734375
test_1415,0.008544922,0.19848633,0.5498047
test_1416,0.016159058,0.97509766,0.21960449
test_1417,0.0036239624,0.84228516,0.5932617
test_1418,0.010368347,0.48291016,0.17529297
test_1419,0.018585205,0.16015625,0.26635742
test_1420,0.02659607,0.9116211,0.7578125
test_1421,0.027999878,0.95947266,0.13867188
test_1422,0.45874023,0.03753662,0.4794922
test_1423,0.006958008,0.7651367,0.5102539
test_1424,0.0041656494,0.5625,0.4206543
test_1425,0.033203125,0.26513672,0.81396484
test_1426,0.011512756,0.9941406,0.9038086
test_1427,0.0026931763,0.6245117,0.9375
test_1428,0.01826477,0.05441284,0.18261719
test_1429,0.004085541,0.9707031,0.25024414
test_1430,0.0031719208,0.3076172,0.94140625
test_1431,0.005466461,0.44750977,0.9770508
test_1432,0.009712219,0.5810547,0.115722656
test_1433,0.011116028,0.08093262,0.54052734
test_1434,0.0028896332,0.49316406,0.80908203
test_1435,0.014122009,0.40698242,0.8881836
test_1436,0.018692017,0.5209961,0.6352539
test_1437,0.05770874,0.14086914,0.8613281
test_1438,0.017303467,0.06347656,0.6015625
test_1439,0.005180359,0.6455078,0.48657227
test_1440,0.0035934448,0.43603516,0.68603516
test_1441,0.048034668,0.5097656,0.2993164
test_1442,0.0184021,0.15563965,0.8886719
test_1443,0.002735138,0.7866211,0.9614258
test_1444,0.021453857,0.4921875,0.7001953
test_1445,0.002483368,0.2133789,0.70214844
test_1446,0.0032100677,0.1809082,0.4650879
test_1447,0.00737381,0.23535156,0.88671875
test_1448,0.057281494,0.20910645,0.70703125
test_1449,0.015197754,0.06384277,0.19165039
test_1450,0.12597656,0.8496094,0.8359375
test_1451,0.007545471,0.07287598,0.9526367
test_1452,0.0047569275,0.1694336,0.57421875
test_1453,0.003824234,0.2685547,0.8442383
test_1454,0.007545471,0.23486328,0.9350586
test_1455,0.008575439,0.66259766,0.94628906
test_1456,0.046203613,0.8100586,0.47583008
test_1457,0.0138549805,0.86572266,0.84228516
test_1458,0.053009033,0.25341797,0.7817383
test_1459,0.009635925,0.8647461,0.46704102
test_1460,0.04458618,0.9707031,0.18823242
test_1461,0.0057296753,0.16394043,0.89746094
test_1462,0.010940552,0.080322266,0.8691406
test_1463,0.0067443848,0.05279541,0.13000488
test_1464,0.0019493103,0.34350586,0.39770508
test_1465,0.029251099,0.111694336,0.78027344
test_1466,0.0018901825,0.5136719,0.73779297
test_1467,0.0066947937,0.17333984,0.7163086
test_1468,0.01348114,0.21582031,0.4921875
test_1469,0.016983032,0.28735352,0.43237305
test_1470,0.017852783,0.19506836,0.9760742
test_1471,0.0045204163,0.91015625,0.81591797
test_1472,0.04208374,0.26367188,0.32641602
test_1473,0.02935791,0.23400879,0.5214844
test_1474,0.009300232,0.07067871,0.9902344
test_1475,0.01991272,0.06213379,0.37426758
test_1476,0.016464233,0.9980469,0.35327148
test_1477,0.036621094,0.077819824,0.24658203
test_1478,0.009338379,0.95703125,0.27734375
test_1479,0.008575439,0.24633789,0.84277344
test_1480,0.002811432,0.1920166,0.89746094
test_1481,0.09820557,0.11767578,0.296875
test_1482,0.0032367706,0.21960449,0.76416016
test_1483,0.004924774,0.12261963,0.5546875
test_1484,0.010292053,0.6381836,0.8154297
test_1485,0.1027832,0.6582031,0.89501953
test_1486,0.037475586,0.05166626,0.8691406
test_1487,0.71435547,0.6826172,0.80078125
test_1488,0.021835327,0.2927246,0.9086914
test_1489,0.033416748,0.10430908,0.9667969
test_1490,0.003692627,0.22839355,0.9277344
test_1491,0.018585205,0.984375,0.5449219
test_1492,0.029663086,0.15441895,0.4597168
test_1493,0.0025024414,0.30981445,0.7519531
test_1494,0.2902832,0.61621094,0.74316406
test_1495,0.006122589,0.46289062,0.43847656
test_1496,0.008346558,0.08123779,0.34545898
test_1497,0.0038528442,0.50634766,0.23925781
test_1498,0.005004883,0.077697754,0.10595703
test_1499,0.027420044,0.8432617,0.21508789
test_1500,0.0025024414,0.8647461,0.9267578
test_1501,0.0050811768,0.19763184,0.94140625
test_1502,0.008644104,0.2548828,0.81933594
test_1503,0.0051002502,0.38720703,0.6845703
test_1504,0.010246277,0.49609375,0.92333984
test_1505,0.029251099,0.25976562,0.76171875
test_1506,0.18066406,0.18261719,0.42944336
test_1507,0.0031719208,0.4453125,0.73779297
test_1508,0.0035114288,0.06878662,0.9941406
test_1509,0.006958008,0.6274414,0.9614258
test_1510,0.0034427643,0.37817383,0.9838867
test_1511,0.006389618,0.10949707,0.9633789
test_1512,0.08947754,0.0637207,0.28881836
test_1513,0.0061683655,0.10668945,0.8144531
test_1514,0.0013570786,0.97509766,0.66064453
test_1515,0.0501709,0.04699707,0.80810547
test_1516,0.033203125,0.26245117,0.7705078
test_1517,0.0048294067,0.86279297,0.46801758
test_1518,0.0027885437,0.85595703,0.21728516
test_1519,0.029708862,0.7270508,0.50927734
test_1520,0.007320404,0.34179688,0.9614258
test_1521,0.013374329,0.38867188,0.76416016
test_1522,0.007850647,0.1529541,0.29223633
test_1523,0.0033359528,0.29638672,0.8286133
test_1524,0.005138397,0.1003418,0.9350586
test_1525,0.01991272,0.26464844,0.8691406
test_1526,0.0034694672,0.9589844,0.5830078
test_1527,0.003364563,0.5175781,0.8989258
test_1528,0.17358398,0.96240234,0.96533203
test_1529,0.055603027,0.9707031,0.069885254
test_1530,0.02116394,0.19006348,0.28222656
test_1531,0.06951904,0.31298828,0.62597656
test_1532,0.033294678,0.101745605,0.46875
test_1533,0.009231567,0.9892578,0.9326172
test_1534,0.0067443848,0.10357666,0.90771484
test_1535,0.012771606,0.28735352,0.57666016
test_1536,0.0031108856,0.9902344,0.72509766
test_1537,0.029876709,0.06072998,0.34179688
test_1538,0.002981186,0.98828125,0.87890625
test_1539,0.008155823,0.4736328,0.8339844
test_1540,0.03616333,0.4741211,0.5986328
test_1541,0.008743286,0.15368652,0.23205566
test_1542,0.0026416779,0.2614746,0.53759766
test_1543,0.01763916,0.18920898,0.96972656
test_1544,0.006717682,0.96533203,0.7260742
test_1545,0.0043144226,0.11987305,0.66845703
test_1546,0.008277893,0.5834961,0.20288086
test_1547,0.0022182465,0.27612305,0.6748047
test_1548,0.0023231506,0.94140625,0.2553711
test_1549,0.0049057007,0.9316406,0.7607422
test_1550,0.019638062,0.13476562,0.8798828
test_1551,0.3347168,0.04067993,0.34545898
test_1552,0.006931305,0.4597168,0.6513672
test_1553,0.011291504,0.91259766,0.68652344
test_1554,0.0051193237,0.1776123,0.5917969
test_1555,0.0033359528,0.13720703,0.95703125
test_1556,0.006313324,0.4975586,0.8442383
test_1557,0.0028324127,0.82373047,0.5576172
test_1558,0.0047569275,0.11816406,0.27807617
test_1559,0.011955261,0.44335938,0.86572266
test_1560,0.0013933182,0.17675781,0.1282959
test_1561,0.013793945,0.30517578,0.39941406
test_1562,0.02909851,0.094177246,0.34985352
test_1563,0.4013672,0.042938232,0.3256836
test_1564,0.00605011,0.9140625,0.9140625
test_1565,0.005428314,0.99121094,0.11987305
test_1566,0.006095886,0.5629883,0.9428711
test_1567,0.0068244934,0.25268555,0.80908203
test_1568,0.0044517517,0.33862305,0.17578125
test_1569,0.082092285,0.5209961,0.95166016
test_1570,0.13232422,0.49902344,0.081970215
test_1571,0.002632141,0.10913086,0.13085938
test_1572,0.0049819946,0.26489258,0.5078125
test_1573,0.010566711,0.44677734,0.22216797
test_1574,0.0061454773,0.14147949,0.83251953
test_1575,0.012817383,0.53466797,0.58691406
test_1576,0.010940552,0.19873047,0.48486328
test_1577,0.005218506,0.8925781,0.38427734
test_1578,0.0068244934,0.20153809,0.7651367
test_1579,0.043273926,0.9707031,0.5019531
test_1580,0.0045051575,0.62646484,0.65478516
test_1581,0.0042495728,0.30151367,0.70214844
test_1582,0.010864258,0.111328125,0.44262695
test_1583,0.53466797,0.71972656,0.6635742
test_1584,0.013961792,0.33764648,0.41015625
test_1585,0.0031604767,0.07531738,0.53222656
test_1586,0.032714844,0.4050293,0.20129395
test_1587,0.0440979,0.13012695,0.7080078
test_1588,0.0050582886,0.10687256,0.39331055
test_1589,0.0040397644,0.14794922,0.86035156
test_1590,0.059417725,0.15307617,0.3642578
test_1591,0.004135132,0.56689453,0.4663086
test_1592,0.0058174133,0.26293945,0.87353516
test_1593,0.006416321,0.09008789,0.15332031
test_1594,0.009300232,0.40966797,0.21655273
test_1595,0.00299263,0.78808594,0.7109375
test_1596,0.03149414,0.10821533,0.8256836
test_1597,0.0021915436,0.73339844,0.57910156
test_1598,0.022109985,0.12402344,0.8720703
test_1599,0.002866745,0.2980957,0.96875
test_1600,0.02720642,0.48754883,0.9589844
test_1601,0.015411377,0.8364258,0.61816406
test_1602,0.111328125,0.0960083,0.91845703
test_1603,0.90283203,0.055419922,0.14086914
test_1604,0.013580322,0.4399414,0.94189453
test_1605,0.001616478,0.9560547,0.8935547
test_1606,0.00945282,0.08709717,0.0647583
test_1607,0.012771606,0.2770996,0.68066406
test_1608,0.0029354095,0.20532227,0.31323242
test_1609,0.04006958,0.9716797,0.57470703
test_1610,0.0031471252,0.35717773,0.25512695
test_1611,0.003376007,0.49609375,0.48754883
test_1612,0.09539795,0.72558594,0.9790039
test_1613,0.021453857,0.5185547,0.9140625
test_1614,0.007320404,0.4970703,0.9873047
test_1615,0.007545471,0.26757812,0.6616211
test_1616,0.014732361,0.41186523,0.99902344
test_1617,0.05532837,0.3701172,0.19750977
test_1618,0.9086914,0.67089844,0.08251953
test_1619,0.0345459,0.08477783,0.81347656
test_1620,0.0052375793,0.6298828,0.5498047
test_1621,0.0045051575,0.7783203,0.6479492
test_1622,0.0011930466,0.8510742,0.63134766
test_1623,0.008346558,0.77685547,0.65625
test_1624,0.06439209,0.59277344,0.17614746
test_1625,0.01210022,0.45141602,0.3696289
test_1626,0.1586914,0.92089844,0.9248047
test_1627,0.0075187683,0.62158203,0.96435547
test_1628,0.005622864,0.7089844,0.7446289
test_1629,0.016464233,0.62646484,0.6660156
test_1630,0.012245178,0.87597656,0.20129395
test_1631,0.040008545,0.58251953,0.16992188
test_1632,0.05593872,0.3786621,0.66064453
test_1633,0.02178955,0.22619629,0.85253906
test_1634,0.009231567,0.19604492,0.42163086
test_1635,0.011917114,0.32495117,0.40039062
test_1636,0.007663727,0.03765869,0.14331055
test_1637,0.08630371,0.066467285,0.16772461
test_1638,0.034484863,0.17077637,0.5751953
test_1639,0.00737381,0.7890625,0.97265625
test_1640,0.007259369,0.098083496,0.9589844
test_1641,0.023239136,0.2998047,0.4753418
test_1642,0.014450073,0.23986816,0.57373047
test_1643,0.0046653748,0.16125488,0.82958984
test_1644,0.0027885437,0.70410156,0.8100586
test_1645,0.002855301,0.49804688,0.7973633
test_1646,0.003692627,0.32348633,0.7993164
test_1647,0.005382538,0.54833984,0.5883789
test_1648,0.01737976,0.21875,0.9667969
test_1649,0.007545471,0.14196777,0.1496582
test_1650,0.1161499,0.04638672,0.047454834
test_1651,0.011070251,0.9838867,0.8618164
test_1652,0.027282715,0.32299805,0.99316406
test_1653,0.011459351,0.35742188,0.9370117
test_1654,0.0103302,0.13720703,0.87060547
test_1655,0.028167725,0.13391113,0.8276367
test_1656,0.07397461,0.96875,0.2758789
test_1657,0.008125305,0.9902344,0.57470703
test_1658,0.005958557,0.07965088,0.61035156
test_1659,0.03918457,0.0927124,0.98291016
test_1660,0.0051193237,0.10858154,0.34985352
test_1661,0.01159668,0.12451172,0.9863281
test_1662,0.012924194,0.058135986,0.86328125
test_1663,0.053009033,0.26245117,0.13684082
test_1664,0.02017212,0.8613281,0.60498047
test_1665,0.031921387,0.67285156,0.97314453
test_1666,0.018829346,0.8491211,0.66259766
test_1667,0.077697754,0.047790527,0.9770508
test_1668,0.0015182495,0.03302002,0.23352051
test_1669,0.012481689,0.12030029,0.2043457
test_1670,0.002981186,0.5776367,0.60791016
test_1671,0.006072998,0.112976074,0.94970703
test_1672,0.0035114288,0.08135986,0.8730469
test_1673,0.008415222,0.29589844,0.5644531
test_1674,0.022888184,0.16772461,0.90478516
test_1675,0.40454102,0.6010742,0.93408203
test_1676,0.022766113,0.09106445,0.37158203
test_1677,0.0054893494,0.16601562,0.38964844
test_1678,0.0026741028,0.85498047,0.44360352
test_1679,0.012054443,0.35595703,0.7211914
test_1680,0.0035800934,0.7895508,0.44604492
test_1681,0.0052375793,0.609375,0.5595703
test_1682,0.03010559,0.8798828,0.9741211
test_1683,0.07147217,0.08477783,0.97998047
test_1684,0.19042969,0.17578125,0.13537598
test_1685,0.004180908,0.2998047,0.86035156
test_1686,0.0069885254,0.23840332,0.8305664
test_1687,0.00919342,0.80810547,0.7441406
test_1688,0.0027160645,0.21081543,0.36938477
test_1689,0.0041503906,0.99316406,0.6386719
test_1690,0.0069885254,0.9658203,0.13110352
test_1691,0.04989624,0.71191406,0.43530273
test_1692,0.005180359,0.6489258,0.47143555
test_1693,0.02758789,0.95410156,0.9667969
test_1694,0.006290436,0.28198242,0.94921875
test_1695,0.050872803,0.9980469,0.21472168
test_1696,0.011688232,0.6801758,0.47021484
test_1697,0.012680054,0.8310547,0.921875
test_1698,0.12030029,0.99902344,0.76660156
test_1699,0.0069007874,0.2512207,0.5800781
test_1700,0.67529297,0.13842773,0.060333252
test_1701,0.032226562,0.06500244,0.21057129
test_1702,0.009674072,0.29589844,0.91015625
test_1703,0.0037670135,0.17529297,0.29736328
test_1704,0.030944824,0.048980713,0.25
test_1705,0.03704834,0.7963867,0.44482422
test_1706,0.7597656,0.84228516,0.6689453
test_1707,0.80126953,0.24658203,0.109680176
test_1708,0.06781006,0.6166992,0.40771484
test_1709,0.0026016235,0.78222656,0.83740234
test_1710,0.007286072,0.6669922,0.60498047
test_1711,0.0032863617,0.27539062,0.77734375
test_1712,0.105163574,0.06707764,0.47485352
test_1713,0.015136719,0.5957031,0.68066406
test_1714,0.02935791,0.28100586,0.98291016
test_1715,0.028640747,0.55029297,0.9472656
test_1716,0.1381836,0.4909668,0.24902344
test_1717,0.04345703,0.6352539,0.6435547
test_1718,0.007320404,0.3017578,0.8457031
test_1719,0.0011291504,0.86279297,0.43164062
test_1720,0.1595459,0.99316406,0.4111328
test_1721,0.027114868,0.24682617,0.8496094
test_1722,0.0020103455,0.18359375,0.5917969
test_1723,0.0056419373,0.19592285,0.88671875
test_1724,0.005622864,0.8613281,0.34033203
test_1725,0.004180908,0.8232422,0.9165039
test_1726,0.004436493,0.75390625,0.8745117
test_1727,0.00793457,0.4519043,0.76660156
test_1728,0.0039138794,0.86328125,0.7734375
test_1729,0.021484375,0.05709839,0.09503174
test_1730,0.0057296753,0.0970459,0.43920898
test_1731,0.0055122375,0.99316406,0.5024414
test_1732,0.008384705,0.77734375,0.6040039
test_1733,0.0025901794,0.5805664,0.66748047
test_1734,0.19006348,0.4008789,0.043914795
test_1735,0.0052375793,0.083740234,0.95410156
test_1736,0.019836426,0.2770996,0.9658203
test_1737,0.006362915,0.2614746,0.6591797
test_1738,0.0118255615,0.92333984,0.56689453
test_1739,0.04510498,0.04336548,0.2956543
test_1740,0.039855957,0.1459961,0.9863281
test_1741,0.01777649,0.97314453,0.48168945
test_1742,0.016662598,0.054016113,0.11315918
test_1743,0.09655762,0.061645508,0.123046875
test_1744,0.054504395,0.42773438,0.77246094
test_1745,0.0037345886,0.016586304,0.046051025
test_1746,0.10089111,0.72314453,0.6923828
test_1747,0.013961792,0.069885254,0.33374023
test_1748,0.011779785,0.9472656,0.5722656
test_1749,0.008880615,0.8100586,0.4169922
test_1750,0.007965088,0.22314453,0.87841797
test_1751,0.008544922,0.8745117,0.9667969
test_1752,0.11773682,0.035827637,0.5722656
test_1753,0.28735352,0.10430908,0.7314453
test_1754,0.013122559,0.09893799,0.7207031
test_1755,0.0357666,0.9506836,0.46972656
test_1756,0.0035114288,0.13366699,0.9863281
test_1757,0.015007019,0.8442383,0.9326172
test_1758,0.005405426,0.08709717,0.7558594
test_1759,0.029663086,0.19152832,0.88183594
test_1760,0.004627228,0.28442383,0.8310547
test_1761,0.02104187,0.11767578,0.83935547
test_1762,0.0048675537,0.30444336,0.46875
test_1763,0.0018901825,0.7817383,0.68603516
test_1764,0.014175415,0.2006836,0.9111328
test_1765,0.009902954,0.2199707,0.8984375
test_1766,0.0018453598,0.17285156,0.83935547
test_1767,0.015136719,0.22851562,0.42944336
test_1768,0.011955261,0.17028809,0.88183594
test_1769,0.016036987,0.39331055,0.38549805
test_1770,0.032714844,0.2614746,0.5366211
test_1771,0.0030174255,0.8857422,0.5185547
test_1772,0.018127441,0.15234375,0.9902344
test_1773,0.004135132,0.44677734,0.56933594
test_1774,0.0036621094,0.12463379,0.91845703
test_1775,0.006362915,0.10949707,0.46850586
test_1776,0.0051193237,0.13122559,0.26367188
test_1777,0.028701782,0.82373047,0.5805664
test_1778,0.0070343018,0.7871094,0.62060547
test_1779,0.20251465,0.9550781,0.6845703
test_1780,0.005554199,0.13891602,0.6191406
test_1781,0.020965576,0.10650635,0.91259766
test_1782,0.005531311,0.3076172,0.94628906
test_1783,0.11187744,0.9863281,0.45629883
test_1784,0.22619629,0.9667969,0.58447266
test_1785,0.020065308,0.07116699,0.9370117
test_1786,0.007911682,0.8647461,0.94140625
test_1787,0.01210022,0.6928711,0.9892578
test_1788,0.0061683655,0.4951172,0.9819336
test_1789,0.30200195,0.028884888,0.58935547
test_1790,0.035339355,0.12695312,0.22033691
test_1791,0.005279541,0.19616699,0.9277344
test_1792,0.0047950745,0.26000977,0.95166016
test_1793,0.0023231506,0.77441406,0.22998047
test_1794,0.005344391,0.8886719,0.6616211
test_1795,0.0925293,0.3330078,0.3330078
test_1796,0.011512756,0.28442383,0.80908203
test_1797,0.0042495728,0.37768555,0.92578125
test_1798,0.004573822,0.9873047,0.73779297
test_1799,0.021987915,0.27539062,0.62890625
test_1800,0.02758789,0.734375,0.93603516
test_1801,0.015068054,0.92089844,0.90234375
test_1802,0.0011644363,0.25512695,0.6557617
test_1803,0.0025615692,0.8491211,0.17199707
test_1804,0.005279541,0.040374756,0.15234375
test_1805,0.006340027,0.10321045,0.70751953
test_1806,0.16564941,0.1262207,0.59521484
test_1807,0.008277893,0.91015625,0.9316406
test_1808,0.003929138,0.2763672,0.9350586
test_1809,0.003929138,0.2524414,0.26733398
test_1810,0.004299164,0.9863281,0.3786621
test_1811,0.017990112,0.63671875,0.39990234
test_1812,0.008277893,0.10687256,0.06707764
test_1813,0.012771606,0.1003418,0.99121094
test_1814,0.008415222,0.080078125,0.16259766
test_1815,0.008987427,0.4609375,0.7060547
test_1816,0.006668091,0.45385742,0.6533203
test_1817,0.59521484,0.06915283,0.52001953
test_1818,0.040161133,0.98828125,0.76953125
test_1819,0.0019493103,0.11065674,0.23632812
test_1820,0.0059776306,0.09515381,0.9667969
test_1821,0.009414673,0.9941406,0.7631836
test_1822,0.025863647,0.61621094,0.89453125
test_1823,0.002462387,0.28198242,0.28808594
test_1824,0.027893066,0.40307617,0.5996094
test_1825,0.0054512024,0.45629883,0.58447266
test_1826,0.00945282,0.05593872,0.24291992
test_1827,0.1685791,0.12512207,0.05441284
test_1828,0.007091522,0.30297852,0.71191406
test_1829,0.040618896,0.77441406,0.14733887
test_1830,0.007232666,0.25341797,0.9003906
test_1831,0.011779785,0.15136719,0.12731934
test_1832,0.002811432,0.08325195,0.27416992
test_1833,0.002286911,0.22338867,0.5024414
test_1834,0.0035514832,0.14331055,0.8178711
test_1835,0.005344391,0.35742188,0.12030029
test_1836,0.08538818,0.98828125,0.9707031
test_1837,0.3635254,0.23742676,0.94921875
test_1838,0.010047913,0.22595215,0.10699463
test_1839,0.0061454773,0.07409668,0.48339844
test_1840,0.0049057007,0.5371094,0.9448242
test_1841,0.018295288,0.14611816,0.32861328
test_1842,0.14086914,0.09301758,0.14697266
test_1843,0.019317627,0.072753906,0.6635742
test_1844,0.022460938,0.119628906,0.4946289
test_1845,0.0068244934,0.46801758,0.84228516
test_1846,0.0066375732,0.071899414,0.13891602
test_1847,0.008514404,0.087402344,0.61083984
test_1848,0.020401001,0.2705078,0.18933105
test_1849,0.010940552,0.1381836,0.2310791
test_1850,0.011550903,0.70751953,0.73339844
test_1851,0.008003235,0.22033691,0.47631836
test_1852,0.15478516,0.2055664,0.43725586
test_1853,0.008384705,0.27685547,0.20227051
test_1854,0.027496338,0.035888672,0.33129883
test_1855,0.0016422272,0.14172363,0.80615234
test_1856,0.4177246,0.22143555,0.35620117
test_1857,0.008255005,0.96777344,0.9741211
test_1858,0.005958557,0.0947876,0.39990234
test_1859,0.0047187805,0.16357422,0.2578125
test_1860,0.00894928,0.24475098,0.31176758
test_1861,0.0037670135,0.4506836,0.9404297
test_1862,0.007320404,0.19396973,0.9350586
test_1863,0.0033893585,0.8886719,0.18054199
test_1864,0.48120117,0.96972656,0.6904297
test_1865,0.017715454,0.14855957,0.82958984
test_1866,0.013748169,0.42944336,0.92333984
test_1867,0.0043792725,0.3630371,0.69921875
